011500  ¾²¼ÞÝ É Ë             0000000019991231                                
021100  ¹Ýº¸ ·ÈÝËÞ            0000000099999999                                
022400  À²¿³ É Ú²             1989020119890301                                
032000  ¼ÕÝÌÞÝ É Ë            1992010119931231                                
032000  ¼ÕÝÌÞÝ É Ë            1996010119971231                                
032000  ¼ÕÝÌÞÝ É Ë            2000010120011231                                
032000  ¼ÕÝÌÞÝ É Ë            2004010120051231                                
032000  ¼ÕÝÌÞÝ É Ë            2008010120091231                                
032000  ¼ÕÝÌÞÝ É Ë            2012010120131231                                
032000  ¼ÕÝÌÞÝ É Ë            2016010120171231                                
032000  ¼ÕÝÌÞÝ É Ë            2020010120211231                                
032000  ¼ÕÝÌÞÝ É Ë            2024010120261231                                
032000  ¼ÕÝÌÞÝ É Ë            2028010120301231                                
032100  ¼ÕÝÌÞÝ É Ë            0000000019911231                                
032100  ¼ÕÝÌÞÝ É Ë            1994010119951231                                
032100  ¼ÕÝÌÞÝ É Ë            1998010119991231                                
032100  ¼ÕÝÌÞÝ É Ë            2002010120031231                                
032100  ¼ÕÝÌÞÝ É Ë            2006010120071231                                
032100  ¼ÕÝÌÞÝ É Ë            2010010120111231                                
032100  ¼ÕÝÌÞÝ É Ë            2014010120151231                                
032100  ¼ÕÝÌÞÝ É Ë            2018010120191231                                
032100  ¼ÕÝÌÞÝ É Ë            2022010120231231                                
032100  ¼ÕÝÌÞÝ É Ë            2027010120271231                                
032100  ¼ÕÝÌÞÝ É Ë            2031010199999999                                
042900  ÃÝÉ³ ÀÝ¼ÞÖ³ËÞ         0000000099999999                                
050300  ¹ÝÎß³ ·ÈÝËÞ           0000000099999999                                
050400  Ê»Ð ·­³¼ÞÂ            1988010199999999                                
050500  ºÄÞÓ É Ë              0000000099999999                                
050600  º¸ÐÝÉ ¼­¸¼ÞÂ ÌØ¶´     2008010120081231                                
050600  º¸ÐÝÉ ¼­¸¼ÞÂ ÌØ¶´     2009010120091231                                
050600  º¸ÐÝÉ ¼­¸¼ÞÂ ÌØ¶´     2014010120141231                                
060900  ¹ÂºÝ·ÈÝËÞ             1993060219930700                                
072000  ³Ð É Ë                1997010120021231                                
091500  ¹²Û³ É Ë  Þ           0000000020021231                                
092200  º¸ÐÝÉ ·­³¼ÞÂ          2009010120091231                                
092200  ¼Õ³ÌÞÝ É Ë            2012010120121231                                
092200  ¼Õ³ÌÞÝ É Ë            2016010120161231                                
092200  ¼Õ³ÌÞÝ É Ë            2020010120201231                                
092200  ¼Õ³ÌÞÝ É Ë            2024010120241231                                
092200  ¼Õ³ÌÞÝ É Ë            2028010120281231                                
092300  ¼Õ³ÌÞÝ É Ë            0000000020111231                                
092300  ¼Õ³ÌÞÝ É Ë            2013010120151231                                
092300  ¼Õ³ÌÞÝ É Ë            2017010120191231                                
092300  ¼Õ³ÌÞÝ É Ë            2021010120231231                                
092300  ¼Õ³ÌÞÝ É Ë            2025010120271231                                
092300  ¼Õ³ÌÞÝ É Ë            2029010199999999                                
101000  À²²¸ É Ë              0000000019991231                                
110300  ÌÞÝ¶ É Ë              0000000099999999                                
111200  ¿¸² É Ú²              1990110119901130                                
112300  ·ÝÛ³ ¶Ý¼Ô É Ë         0000000099999999                                
122300  ÃÝÉ³ ÀÝ¼ÞÖ³ËÞ         1989010699999999                                
